Building Name,Building Type,Latitude,Longitude,Connected Nodes
175334816-5,P;,43.075117,-89.4152669,175334816-4;175334816-6;Stock Pavilion
175334816-6,P;,43.0751275,-89.4153709,175334816-5;175334816-7;Stock Pavilion
175334816-7,P;,43.0751458,-89.4154472,175334816-6;175334816-8;Stock Pavilion
175334816-8,P;,43.0751542,-89.4155082,175334816-7;175334816-9;Stock Pavilion;38263356-2
175334816-9,P;,43.0751746,-89.4155996,175334816-8;175334816-10
175334816-10,P;,43.0751989,-89.4156434,175334816-9;175334816-11
175334816-11,P;,43.075255,-89.4156972,175334816-10;175334816-12;Horse Barn
175334816-12,P;,43.0753793,-89.4157756,175334816-11;175334816-13;Horse Barn;754886582-2
175334816-13,P;,43.0753864,-89.4157807,175334816-12;175334816-14;Horse Barn;754886582-2
175334816-14,P;,43.0754889,-89.4158544,175334816-13;175334816-15;Horse Barn;38263365-1
175334816-15,P;,43.0755398,-89.4159036,175334816-14;175334816-16;Horse Barn
175334816-16,P;,43.075561,-89.4159361,175334816-15;Horse Barn;385381150-9;382211463-1
754886582-1,P;,43.0754291,-89.4156933,754886582-2;Horse Barn;189598204-3;189598204-4
754886582-2,P;,43.0753864,-89.4157807,754886582-1;754886582-3;Horse Barn;175334816-12;175334816-13
754886582-3,P;,43.0753591,-89.4158368,754886582-2;754886582-4;Horse Barn;38263365-2
754886582-4,P;,43.0753519,-89.4158791,754886582-3;Horse Barn
382211463-1,P;,43.075561,-89.4159361,382211463-2;Horse Barn;385381150-9;175334816-16
382211463-2,P;,43.0756267,-89.4159689,382211463-1;382211463-3;Horse Barn;6668788-2
382211463-3,P;,43.0756966,-89.4159996,382211463-2;Horse Barn;37748536-1;382195760-3;37691880-1
382195760-1,P;,43.0757636,-89.4157845,382195760-2;382195762-8;38226230-8
382195760-2,P;,43.0757261,-89.4158952,382195760-1;382195760-3;Horse Barn;6642396-6
382195760-3,P;,43.0756966,-89.4159996,382195760-2;Horse Barn;37748536-1;382211463-3;37691880-1
382211475-1,P;,43.0756496,-89.4151045,382211475-2;Hanson Biomedical Sciences Building
382211475-2,P;,43.0754609,-89.4151008,382211475-1;382211475-3;Hanson Biomedical Sciences Building
382211475-3,P;,43.0752905,-89.4151032,382211475-2;382211475-4;38226230-1
382211475-4,P;,43.0752445,-89.4151004,382211475-3;Stock Pavilion;37662336-1
382195762-1,P;,43.0758994,-89.415331,382195762-2;Animal Science Building;Hanson Biomedical Sciences Building;175133496-1
382195762-2,P;,43.0756938,-89.4153237,382195762-1;382195762-3;Hanson Biomedical Sciences Building
382195762-3,P;,43.075693,-89.415358,382195762-2;382195762-4;Hanson Biomedical Sciences Building
382195762-4,P;,43.0757166,-89.4154707,382195762-3;382195762-5;Hanson Biomedical Sciences Building
382195762-5,P;,43.0757695,-89.4156772,382195762-4;382195762-6
382195762-6,P;,43.0757714,-89.4157201,382195762-5;382195762-7
382195762-7,P;,43.0757714,-89.4157496,382195762-6;382195762-8
382195762-8,P;,43.0757636,-89.4157845,382195762-7;382195760-1;38226230-8
38226230-1,P;,43.0752905,-89.4151032,38226230-2;382211475-3
38226230-2,P;,43.0753348,-89.4152381,38226230-1;38226230-3
38226230-3,P;,43.0753746,-89.4153366,38226230-2;38226230-4
38226230-4,P;,43.0754434,-89.415455,38226230-3;38226230-5
38226230-5,P;,43.0755112,-89.4155558,38226230-4;38226230-6
38226230-6,P;,43.075609,-89.4156526,38226230-5;38226230-7
38226230-7,P;,43.0756945,-89.4157311,38226230-6;38226230-8
38226230-8,P;,43.0757636,-89.4157845,38226230-7;38226230-9;382195760-1;382195762-8
38226230-9,P;,43.0758224,-89.4158064,38226230-8;38226230-10
38226230-10,P;,43.0763763,-89.415798,38226230-9;382199973-1;382212459-1;382212465-3
382201491-1,P;,43.0765361,-89.4160525,382201491-2;382211465-3;382201490-3;174311680-1
382201491-2,P;,43.0765357,-89.4161713,382201491-1;382201491-3;Observatory & Elm (EB)
382201491-3,P;,43.0765462,-89.4162992,382201491-2;382201491-4;Observatory & Elm (WB)
382201491-4,P;,43.0765481,-89.4165089,382201491-3;382201491-5;Agricultural Engineering Laboratory;Observatory & Elm (WB)
382201491-5,P;,43.0765341,-89.4166407,382201491-4;382201491-6;Agricultural Engineering Laboratory
382201491-6,P;,43.0765497,-89.4183688,382201491-5
37691880-1,P;,43.0756966,-89.4159996,37691880-2;Horse Barn;37748536-1;382211463-3;382195760-3
37691880-2,P;,43.0757528,-89.416026,37691880-1;37691880-3;Horse Barn
37691880-3,P;,43.0758052,-89.4160398,37691880-2;37691880-4;Horse Barn
37691880-4,P;,43.0758758,-89.4160485,37691880-3;37691880-5
37691880-5,P;,43.0759635,-89.4160519,37691880-4;37691880-6
37691880-6,P;,43.0763792,-89.4160508,37691880-5;Observatory & Elm (EB);295042215-1;382211465-1;382199973-3
6642396-1,P;,43.0764598,-89.4159256,6642396-2;37661778-1;386114723-1;189598319-7
6642396-2,P;,43.0763754,-89.4159253,6642396-1;6642396-3;382199973-2
6642396-3,P;,43.0759085,-89.4159351,6642396-2;6642396-4
6642396-4,P;,43.075844,-89.4159278,6642396-3;6642396-5
6642396-5,P;,43.0757716,-89.4159124,6642396-4;6642396-6;Horse Barn
6642396-6,P;,43.0757261,-89.4158952,6642396-5;6642396-7;Horse Barn;382195760-2
6642396-7,P;,43.0756574,-89.4158583,6642396-6;Horse Barn;6668788-1;189598204-1
382211465-1,P;,43.0763792,-89.4160508,382211465-2;Observatory & Elm (EB);295042215-1;37691880-6;382199973-3
382211465-2,P;,43.0764605,-89.4160508,382211465-1;382211465-3;Observatory & Elm (EB);37661778-2
382211465-3,P;,43.0765361,-89.4160525,382211465-2;382201491-1;382201490-3;174311680-1
382199973-1,P;,43.0763763,-89.415798,382199973-2;38226230-10;382212459-1;382212465-3
382199973-2,P;,43.0763754,-89.4159253,382199973-1;382199973-3;6642396-2
382199973-3,P;,43.0763792,-89.4160508,382199973-2;Observatory & Elm (EB);295042215-1;37691880-6;382211465-1
382212459-1,P;,43.0763763,-89.415798,382212459-2;38226230-10;382199973-1;382212465-3
382212459-2,P;,43.0764607,-89.4157971,382212459-1;382212459-3;189598319-6
382212459-3,P;,43.0765337,-89.4157928,382212459-2;382201490-1;382212462-1;37659268-21
382201490-1,P;,43.0765337,-89.4157928,382201490-2;382212459-3;382212462-1;37659268-21
382201490-2,P;,43.076534,-89.4159261,382201490-1;382201490-3;386114723-2
382201490-3,P;,43.0765361,-89.4160525,382201490-2;382201491-1;382211465-3;174311680-1
382212465-1,P;,43.0763675,-89.414576,382212465-2;37965089-7;174361015-1
382212465-2,P;,43.0763724,-89.4146085,382212465-1;382212465-3
382212465-3,P;,43.0763763,-89.415798,382212465-2;38226230-10;382199973-1;382212459-1
174311680-1,P;,43.0765361,-89.4160525,174311680-2;382201491-1;382211465-3;382201490-3
174311680-2,P;,43.0767162,-89.4160534,174311680-1;174311680-3
174311680-3,P;,43.0773856,-89.4160427,174311680-2;174311680-4;295182964-12
174311680-4,P;,43.0774692,-89.4160413,174311680-3;Sullivan Hall;175334822-1;193601508-14
386114723-1,P;,43.0764598,-89.4159256,386114723-2;37661778-1;6642396-1;189598319-7
386114723-2,P;,43.076534,-89.4159261,386114723-1;386114723-3;382201490-2
386114723-3,P;,43.0773867,-89.4159117,386114723-2;386114723-4;Sullivan Hall;295182964-13
386114723-4,P;,43.0774688,-89.4159098,386114723-3;Sullivan Hall;193601508-15;193599371-1
382212462-1,P;,43.0765337,-89.4157928,382212462-2;382212459-3;382201490-1;37659268-21
382212462-2,P;,43.0773198,-89.4157822,382212462-1;382212462-3;Sullivan Hall;295182997-1
382212462-3,P;,43.0773887,-89.4157825,382212462-2;382212462-4;Sullivan Hall;295182964-14
382212462-4,P;,43.0777705,-89.415784,382212462-3;Jones House;Sullivan Hall;Swenson House;299177078-3
175334820-1,P;,43.0773205,-89.4155774,175334820-2;Sullivan Hall;295182997-3
175334820-2,P;,43.0772714,-89.4154372,175334820-1;175334820-3;Cole Hall;Sullivan Hall
175334820-3,P;,43.0772515,-89.4153591,175334820-2;175334820-4;Cole Hall;Sullivan Hall
175334820-4,P;,43.0772527,-89.4149292,175334820-3;175334820-5;Cole Hall
175334820-5,P;,43.0772938,-89.4147817,175334820-4;175334820-6;Cole Hall
175334820-6,P;,43.0772945,-89.4144866,175334820-5;Cole Hall;Leopold Residence Hall;38226224-10;193571971-1
6610613-1,P;,43.0751759,-89.4146219,6610613-2;189598204-12
6610613-2,P;,43.0750925,-89.4146209,6610613-1;6610613-3;382211470-2
6610613-3,P;,43.07452,-89.414634,6610613-2;6610645-15
382211470-1,P;,43.0750923,-89.4145798,382211470-2;382211455-11
382211470-2,P;,43.0750925,-89.4146209,382211470-1;382211470-3;6610613-2
382211470-3,P;,43.0750948,-89.4146683,382211470-2;175334816-1
6610645-1,P;,43.0744942,-89.4127488,6610645-2;Plant Sciences;6715123-14
6610645-2,P;,43.0744938,-89.4128045,6610645-1;6610645-3;267153762-6
6610645-3,P;,43.0744931,-89.4129573,6610645-2;6610645-4;670945433-1
6610645-4,P;,43.0744923,-89.4131116,6610645-3;6610645-5;175334819-1
6610645-5,P;,43.0744922,-89.4131253,6610645-4;6610645-6;175334819-1
6610645-6,P;,43.0744932,-89.4131781,6610645-5;6610645-7;670945434-1
6610645-7,P;,43.0744976,-89.4134099,6610645-6;6610645-8;Babcock Hall;670945435-1
6610645-8,P;,43.0745,-89.413535,6610645-7;6610645-9;Babcock Hall
6610645-9,P;,43.07449,-89.41361,6610645-8;6610645-10;Babcock Hall
6610645-10,P;,43.0744842,-89.4136327,6610645-9;6610645-11;Babcock Hall;670945436-1
6610645-11,P;,43.07443,-89.413845,6610645-10;6610645-12
6610645-12,P;,43.074426,-89.413928,6610645-11;6610645-13
6610645-13,P;,43.0744565,-89.4141799,6610645-12;6610645-14;670945437-4
6610645-14,P;,43.074492,-89.414473,6610645-13;6610645-15
6610645-15,P;,43.07452,-89.414634,6610645-14;6610645-16;6610613-3
6610645-16,P;,43.0745463,-89.414804,6610645-15;6610645-17
6610645-17,P;,43.0745525,-89.4156987,6610645-16;6610645-18
6610645-18,P;,43.0745763,-89.4157408,6610645-17;6610645-19
6610645-19,P;,43.0745982,-89.4157638,6610645-18;6610645-20
6610645-20,P;,43.0746331,-89.4157785,6610645-19;6610645-21
6610645-21,P;,43.0748798,-89.415778,6610645-20;572847834-1
299404791-1,P;,43.0748387,-89.4142256,299404791-2
299404791-2,P;,43.0750388,-89.4142207,299404791-1;299404800-4
299404800-1,P;,43.0750913,-89.4143378,299404800-2;382211455-9
299404800-2,P;,43.0750611,-89.4143172,299404800-1;299404800-3
299404800-3,P;,43.0750394,-89.4142892,299404800-2;299404800-4
299404800-4,P;,43.0750388,-89.4142207,299404800-3;299404800-5;299404791-2
299404800-5,P;,43.075039,-89.4141988,299404800-4;299404800-6
299404800-6,P;,43.0750908,-89.4141984,299404800-5;382211455-8
37662336-1,P;,43.0752445,-89.4151004,37662336-2;Stock Pavilion;382211475-4
37662336-2,P;,43.0752439,-89.4148338,37662336-1;37662336-3
37662336-3,P;,43.075238,-89.4145946,37662336-2;37662336-4;37965089-1
37662336-4,P;,43.0752316,-89.4139268,37662336-3;37662336-5;Russell Laboratories;295042223-1
37662336-5,P;,43.0752213,-89.4133434,37662336-4;37662336-6;Russell Laboratories;Babcock Hall;174361004-1
37662336-6,P;,43.0752157,-89.4129229,37662336-5;37662336-7;Linden & Babcock (EB);Babcock & Linden (SB)
37662336-7,P;,43.075223,-89.4128691,37662336-6;Babcock & Linden (SB);385380045-1;37722920-6
382211455-1,P;,43.0749964,-89.4128297,382211455-2;382211459-2
382211455-2,P;,43.0750515,-89.4128334,382211455-1;382211455-3;Linden & Babcock (EB);299404799-4
382211455-3,P;,43.0750671,-89.4128525,382211455-2;382211455-4;Linden & Babcock (EB)
382211455-4,P;,43.0750766,-89.4128727,382211455-3;382211455-5;Linden & Babcock (EB);385380045-5
382211455-5,P;,43.075084,-89.4129176,382211455-4;382211455-6;Linden & Babcock (EB)
382211455-6,P;,43.0750846,-89.4129491,382211455-5;382211455-7;Linden & Babcock (EB)
382211455-7,P;,43.0750862,-89.4130705,382211455-6;382211455-8;Babcock Hall;Linden & Babcock (EB)
382211455-8,P;,43.0750908,-89.4141984,382211455-7;382211455-9;299404800-6
382211455-9,P;,43.0750913,-89.4143378,382211455-8;382211455-10;299404800-1
382211455-10,P;,43.075092,-89.4145046,382211455-9;382211455-11
382211455-11,P;,43.0750923,-89.4145798,382211455-10;382211470-1
295042223-1,P;,43.0752316,-89.4139268,295042223-2;Russell Laboratories;37662336-4
295042223-2,P;,43.075368,-89.4139294,295042223-1;Russell Laboratories
189598204-1,P;,43.0756574,-89.4158583,189598204-2;Horse Barn;6668788-1;6642396-7
189598204-2,P;,43.0755322,-89.4157742,189598204-1;189598204-3;Horse Barn
189598204-3,P;,43.075435,-89.415698,189598204-2;189598204-4;Horse Barn;754886582-1
189598204-4,P;,43.0754291,-89.4156933,189598204-3;189598204-5;Horse Barn;754886582-1
189598204-5,P;,43.07538,-89.4156545,189598204-4;189598204-6;Horse Barn
189598204-6,P;,43.0753122,-89.4155881,189598204-5;189598204-7
189598204-7,P;,43.0752575,-89.4155039,189598204-6;189598204-8
189598204-8,P;,43.0752228,-89.4154163,189598204-7;189598204-9;Stock Pavilion;38263356-1
189598204-9,P;,43.0752078,-89.4153597,189598204-8;189598204-10;Stock Pavilion
189598204-10,P;,43.0751942,-89.4152677,189598204-9;189598204-11;Stock Pavilion
189598204-11,P;,43.0751888,-89.4149922,189598204-10;189598204-12;Stock Pavilion
189598204-12,P;,43.0751759,-89.4146219,189598204-11;189598204-13;6610613-1
189598204-13,P;,43.0751615,-89.4142005,189598204-12;189598204-14
189598204-14,P;,43.0751537,-89.4128707,189598204-13;189598204-15;Linden & Babcock (EB);385380045-3
189598204-15,P;,43.0751535,-89.4127973,189598204-14;189598204-16;267153762-1
189598204-16,P;,43.0751528,-89.412736,189598204-15;38856038-1;6715123-18;6668763-1
175133496-1,P;,43.0758994,-89.415331,175133496-2;Animal Science Building;Hanson Biomedical Sciences Building;382195762-1
175133496-2,P;,43.0758952,-89.4145807,175133496-1;175133496-3;Hanson Biomedical Sciences Building;Lot 36 - Observatory Drive Ramp;37965089-4
175133496-3,P;,43.0758949,-89.4145244,175133496-2;Hanson Biomedical Sciences Building;Lot 36 - Observatory Drive Ramp;6622049-3
37965089-1,P;,43.075238,-89.4145946,37965089-2;37662336-3
37965089-2,P;,43.0756093,-89.4145874,37965089-1;37965089-3;Hanson Biomedical Sciences Building;295042222-2
37965089-3,P;,43.0757692,-89.4145836,37965089-2;37965089-4;Hanson Biomedical Sciences Building;Lot 36 - Observatory Drive Ramp
37965089-4,P;,43.0758952,-89.4145807,37965089-3;37965089-5;Hanson Biomedical Sciences Building;Lot 36 - Observatory Drive Ramp;175133496-2
37965089-5,P;,43.0761862,-89.4145739,37965089-4;37965089-6;295042224-1
37965089-6,P;,43.0763306,-89.414572,37965089-5;37965089-7
37965089-7,P;,43.0763675,-89.414576,37965089-6;382212465-1;174361015-1
305439321-1,P;,43.0757785,-89.4143145,305439321-2;Lot 36 - Observatory Drive Ramp;6622049-5
305439321-2,P;,43.0758296,-89.4143143,305439321-1;Lot 36 - Observatory Drive Ramp
295042222-1,P;,43.0756045,-89.4139052,295042222-2;Russell Laboratories;Lot 36 - Observatory Drive Ramp;175133502-2
295042222-2,P;,43.0756093,-89.4145874,295042222-1;Hanson Biomedical Sciences Building;37965089-2
305439322-1,P;,43.0757786,-89.4141193,305439322-2;Lot 36 - Observatory Drive Ramp;6622049-6
305439322-2,P;,43.0758279,-89.4141193,305439322-1;Lot 36 - Observatory Drive Ramp
175133502-1,P;,43.0757778,-89.4139034,175133502-2;Russell Laboratories;Lot 36 - Observatory Drive Ramp;6622049-7
175133502-2,P;,43.0756045,-89.4139052,175133502-1;Russell Laboratories;Lot 36 - Observatory Drive Ramp;295042222-1
412587816-1,P;,43.0757777,-89.4137698,412587816-2;Russell Laboratories;Lot 36 - Observatory Drive Ramp;Steenbock Memorial Library;6622049-8
412587816-2,P;,43.0757764,-89.4134474,412587816-1;Russell Laboratories;Steenbock Memorial Library
382211459-1,P;,43.0749957,-89.4130447,382211459-2;Babcock Hall;Linden & Babcock (EB)
382211459-2,P;,43.0749964,-89.4128297,382211459-1;382211455-1
174361004-1,P;,43.0752213,-89.4133434,174361004-2;Russell Laboratories;Babcock Hall;37662336-5
174361004-2,P;,43.0752696,-89.4133415,174361004-1;174361004-3;Russell Laboratories
174361004-3,P;,43.075316,-89.4133408,174361004-2;174361004-4;Russell Laboratories
174361004-4,P;,43.0753122,-89.4128034,174361004-3;Babcock & Linden (SB);37722920-4
385380045-1,P;,43.075223,-89.4128691,385380045-2;Babcock & Linden (SB);37662336-7;37722920-6
385380045-2,P;,43.0752037,-89.4128692,385380045-1;385380045-3;Babcock & Linden (SB)
385380045-3,P;,43.0751537,-89.4128707,385380045-2;385380045-4;Linden & Babcock (EB);189598204-14
385380045-4,P;,43.0751049,-89.4128714,385380045-3;385380045-5;Linden & Babcock (EB)
385380045-5,P;,43.0750766,-89.4128727,385380045-4;Linden & Babcock (EB);382211455-4
299404799-1,P;,43.0750499,-89.4126492,299404799-2;174311672-17
299404799-2,P;,43.0750501,-89.4127417,299404799-1;299404799-3;6715123-17
299404799-3,P;,43.0750511,-89.4127974,299404799-2;299404799-4;Linden & Babcock (EB);267153762-2
299404799-4,P;,43.0750515,-89.4128334,299404799-3;Linden & Babcock (EB);382211455-2
299404795-1,P;,43.0752319,-89.412832,299404795-2;Babcock & Linden (SB);37722920-5
299404795-2,P;,43.0752328,-89.4127335,299404795-1;299404795-3;Babcock & Linden (SB);38856038-2
299404795-3,P;,43.0752331,-89.4126106,299404795-2;Linden & Babcock (WB);299404797-1;382211485-1;38855267-22
299404797-1,P;,43.0752331,-89.4126106,299404797-2;Linden & Babcock (WB);299404795-3;382211485-1;38855267-22
299404797-2,P;,43.0751516,-89.4126119,299404797-1;299404797-3;Linden & Babcock (WB);6668763-2
299404797-3,P;,43.0751001,-89.4126119,299404797-2;174311672-19
37722923-1,P;,43.0761514,-89.4128989,37722923-2;Steenbock Memorial Library;37722922-2
37722923-2,P;,43.0761367,-89.4128991,37722923-1;37722923-3;Steenbock Memorial Library
37722923-3,P;,43.0761371,-89.4129575,37722923-2;37722923-4;Steenbock Memorial Library
37722923-4,P;,43.0758836,-89.4129607,37722923-3;37722923-5;Steenbock Memorial Library
37722923-5,P;,43.0758831,-89.4128965,37722923-4;37722923-6
37722923-6,P;,43.0758347,-89.4128971,37722923-5;37722921-1
37722920-1,P;,43.075641,-89.4127964,37722920-2;382196560-3;174361006-8
37722920-2,P;,43.0755024,-89.4127982,37722920-1;37722920-3
37722920-3,P;,43.0753873,-89.412801,37722920-2;37722920-4;Babcock & Linden (SB)
37722920-4,P;,43.0753122,-89.4128034,37722920-3;37722920-5;Babcock & Linden (SB);174361004-4
37722920-5,P;,43.0752319,-89.412832,37722920-4;37722920-6;Babcock & Linden (SB);299404795-1
37722920-6,P;,43.075223,-89.4128691,37722920-5;Babcock & Linden (SB);37662336-7;385380045-1
38953064-1,P;,43.0755163,-89.4126477,38953064-2;382211485-4
38953064-2,P;,43.0755132,-89.4124436,38953064-1;38953064-3
38953064-3,P;,43.075511,-89.4122638,38953064-2;38953064-4;Microbial Sciences Building
38953064-4,P;,43.0755084,-89.4121513,38953064-3;38953064-5;Microbial Sciences Building
38953064-5,P;,43.0752706,-89.4120823,38953064-4;38953064-6;412587818-1
38953064-6,P;,43.0752168,-89.4120667,38953064-5;38855267-20
382196560-1,P;,43.0757949,-89.4128972,382196560-2;37722921-2
382196560-2,P;,43.0756411,-89.4128975,382196560-1;382196560-3
382196560-3,P;,43.075641,-89.4127964,382196560-2;37722920-1;174361006-8
37722921-1,P;,43.0758347,-89.4128971,37722921-2;37722923-6
37722921-2,P;,43.0757949,-89.4128972,37722921-1;382196560-1
